"Title","Body","Submitted" 
"15394","THE 9-YEAR-OLD ARMY NEEDS YOU. JOIN THE FIGHT.

SUBSCRIBE TO PEWDIEPIE TODAY!","November 6, 2018 12:00:52 AM +08"
"15382","Can someome watch the bnha movie with me :<","November 5, 2018 11"
"15376","I lost a bet, and my ""punishment"" is , I have to listen to 1 hour and 30 mins of K-POP 
I used to listen to ma boy by sistar19 and dope by bts ""that's it""
I need a list of k-pop songs please.
 The good ones","November 5, 2018 11:09:21 PM +08"
"15375","Are there good brow places in Katipunan?","November 5, 2018 11"
"15361","Ah, this is about gender GAP not gender EQUALITY. If Filipino men earn 0.5 pesos a day and Filipino women earn 0.4 pesos a day, I'd say that's a low gap even if the the inequality is high. https://business.inquirer.net/…/ph-best-performer-in-asia-p…

If you don't like my numbers, pick others. The main point is that there's nothing to be discriminatory about because there's nothing period! WE ARE SO POOR!!! #thirdworldsuccess","November 5, 2018 10:43:13 PM +08"
"15360","Please don’t be fooled by the fake free nut passes! If you have been fooled please notify your school immediately for termination. Thank you!","November 5, 2018 10"
"15353","Leaning tower of dog poop flip your phone my picture is sideways for some reason","November 5, 2018 10"
"15351","STREAM YES OR YES ONCE HAJAAAA

https://www.youtube.com/watch…","November 5, 2018 9:43:50 PM +08"
"15346","ONGOING AMERICAN TV SHOWS WITH FILIPINO MAJOR CHARACTERS/ACTORS IN AT LEAST ONE EPISODE: How to Get Away With Murder (Conrad Ricamora), Raven's Home (Jason Rogel), The Good Place (Manny Jacinto), Madam Secretary (Joel de la Fuente). Others?","November 5, 2018 8"
"15345","We just broke up. Why does he sound so happy when we talk while I’m there consuming all my energy trying not to break down? Why is it that I’m devastated and he’s not?","November 5, 2018 8"
"15342","Hi looking for a guy or a girl with great hosting skills, musically inclined and great mandarin skills! Tag them below! #FWhelp #FWpeople","November 5, 2018 7"
"15341","Remember that whole issue about the great wall? Suddenly the Chinese community was being put out and a lot of stories/rants came out pro/anti Chinese. And now the JSEC challenge is filled with Chinese food stalls one of the stalls even has ""The Great Wall"" written on it.

What if that whole issue was a publicity stunt to promote all these stalls? If it was. That is some next level advertising.","November 5, 2018 7:44:06 PM +08"
"15332","I have strict and overprotective parents to the point na they want to know my every move. I don't have a phone password and they even monitor my internet activities. I'm turning 20 na next year. I'm basically an adult who's capable of making decisions, but since I still live under their roof, I have no rights apparently. I don't know why they're like this to me. I have good grades naman and I'm not the type who'll be 'pariwara' or something like that. I'm not that stupid, and I really value my acads.  I came across this tweet and I relate so much to it. It's true what they say na 'strict parents raise the best liars.' I still manage to sneak out and party every now and then. I have a solid group of friends who always cover for me. They understand my situation and they want me to have some fun din naman. I noticed that the kids with stricter parents are the ones who become the wildest pa nga sa mga parties. They want to seize every opportunity they get to go out kasi so they end up getting wasted talaga or really promiscous.  Dear parents, you're not doing your kids a favor by being outright controlling. If you constantly invade their privacy, they're just going to rebel and resent you forever for it. It'll just strain your relationship with your child, and they wouldn't be comfortable talking about what's going on in their lives with you anymore. If you have concerns with them drinking or having sexual relations then talk to them about it. Go set boundaries and explain your concerns, but don't forget to listen to your child's side din. We're not little kids anymore, we know what's right and wrong. We can look after ourselves if only you let us.","November 5, 2018 7:01:50 PM +08"
"15293","Magandang👸 araw ☉po, huwag🚫 po💩 kayong🙅 matakot. 😱Wala⛔ po kaming🙌 masamang👹 balak😈, nanghihingi🤗 lang po ng onting🤔 pag asa🌅, bale magkapatid👫 po kami🙋, at:o nangangailangan🙋 lang🖐 po ng onting🤗 tulong🙏 di❌ po💩 to sapilitan😠 pero😥 lumisan💼 pa😣 po😫 kami👬 mula👉 Zambales🌄 papuntang👈 maynila🏚 dahil😏 nasa👆 ospital🏥 po💩 ang🙌 aming🙏 ina👧, at😣 nangangailangan🙏 po💩 ng mahigit↗ P50 000💰💰💰 pang opera🔫. Narito👇 po ang mismong😲 sulat🖋 ng doktor🏪 sa amin👬 *naglabas💦 ng laminated📇 na reseta📄* ayan🖑 po💩 may😲 sakit💆 po siya☠ sa↗ utak☢
  Mahirap🏚 lang😣 po kami😀, so sa inyo👌 na po kami👫 nanghihingi👋 ng kaunting🙏 awa🙌, di⛔ naman🛇 po🚫 sa🚫 sapilitan⛒, ngunit❔ matutulungan🚸 niyo👋 po ang aming ina🙆 sa pag like👍 ng picture📸 below👇. 1🖕 like👍 = P1💰 sa😍 pag🤗 opera🔪 sa🙆 aming👬 ina💇 na👆 nasa👉 Zambales🏜 di❎❎❎ po✖✖✖ kami👬👬👬 namimilit🙅🙅🙅 maraming🖑 salamat👌 po sa inyong✌ tulong👏👏👏 god🕋 bless🙏 po😃😃😃","November 5, 2018 9:11:44 AM +08"
"15291","I just woke up to the news of my uncle's death. It's so sad, I don't even remember the last thing he said to me :((
PS: I can't believe I'm still going to school today","November 5, 2018 7:14:31 AM +08"
"15278","Hnnggg
*dies from diabeetus*","November 5, 2018 12:28:45 AM +08"
"15277","oof","November 5, 2018 12"
"15271","Remember to keep up the grind like this guy!","November 4, 2018 11"
"15269","send me ur narancia and fugo memes","November 4, 2018 11"
"15267","mood","November 4, 2018 11"
"15266","Hello pls listen to the bop that is La Vie En Rose and their Wonderful album, Color*iz! While you’re at it stan them as well 😍

https://youtu.be/WZwr2a_lFWY","November 4, 2018 11:32:24 PM +08"
"15258","all this debate about science vs philosophy but we all know who is the real devil

C A P I T A L I S M","November 4, 2018 10:43:54 PM +08"
"15249","Best Girl of the Season (also year)

(Koito Yuu, YagaKimi)","November 4, 2018 10:27:23 PM +08"
"15242","Bakit nga pala di sa Araneta or MOA UAAP basketball games?","November 4, 2018 10"
"15238","Please give Tempo by EXO a listen! It's really good!! 💯 
https://www.youtube.com/watch?v=iwd8N6K-sLk
http://smarturl.it/EXO_The5thAlbum","November 4, 2018 9:38:43 PM +08"
"15233","Why do straight boys think semi kal looks good lmao girl I can’t","November 4, 2018 8"
"15225","Arweneo: It's about time you all get a GOOD, ENJOYABLE, and FUN BREAK
Arweneo: So, your homework is...... ctto","November 4, 2018 7:45:45 PM +08"
"15213","Is it normal for my friend to leave me for a boy that harassed me?","November 4, 2018 7"
"15203","Forgive those who have done wrong to you, and applogize to those whom you’ve hurt. 
The season of christmas is not only about giving and receiving gifts, its also about reconnecting with the people who are special in our lives.","November 4, 2018 4:15:18 PM +08"
"15201","Petition 2 have branding be part of JSEC challenge's criteria","November 4, 2018 3"
"15194","I am the bone of my salt
Quartz is my Body and QP is my Blood
I have rolled over a thousand times
 Unknown to 5 Stars
 Nor known to 4 Stars
 Have withstood pain to farm many materials
 Yet, these hands will never hold anything
 So, as I pray
 Unlimited Gacha Works","November 4, 2018 1:13:05 PM +08"
"15154","I still love him.","November 3, 2018 11"
"15150","Debuts are pointless excursions meant to only flaunt one's wealth. Change my mind.","November 3, 2018 10"
"15145","tangina nakita ng friends ko yung alter account ko sa twitter HAHAHAHAHA kill me ang barubal ng tweets ko puta","November 3, 2018 10"
"15143","Wala bang tomato-based pasta stall sa JSEC Challenge?","November 3, 2018 9"
"15130","Oof

Ctto","November 3, 2018 7:58:48 PM +08"
"15118","The more I talk to him, the more disillusioned I become and I am sad but I would rather be disappointed by reality than blissful under an illusion","November 3, 2018 5"
"15105","memes as a coping mechanism:","November 3, 2018 3"
"15103","i miss snapchat streaks

it was the only way i was in contact with my crushies 😢","November 3, 2018 3:26:58 PM +08"
"15095","Ben Shapiro DESTROYS PEWDS with LOGIC and MEMES!!! (But seriously guys this is literally the best crossover EVER)","November 3, 2018 2"
"15084","LOOΠΔ is the second coming of the 12 Disciples

STREAM ONE & ONLY ON APPLE MUSIC, SPOTIFY AND YOUTUBE
 https://youtu.be/m5qwcYL8a0o STAN LOOΠΔ","November 3, 2018 11:36:11 AM +08"
"15083","If you're sick, but you're not doing a simple damn thing to stop it, like continuing to smoke when you have a lung problem, and you're still whining everytime about being sick,

I'm sorry but I have no damn sympathy for you. If you're not even going to Bother trying to get better, then at the very least do your fucking job. I'm fucking tired of trying to help you.","November 3, 2018 11:11:26 AM +08"
"15077","Was told at work the other day that I didn’t even need the job cause “mayaman ka naman” so i just awkwardly laughed because i didn’t know what to say. But what I should’ve said was that no, i’m not rich, my parents are, and that’s why i’m here. I am aware that their money is not mine, and that i have to work hard to earn a living cause i don’t want to live off their money po i’m a strong independent woman siz","November 3, 2018 9"
"15072","#ADMUFreedomWall14987

More important?  I've been in your place, and even though it's not the exact same experience, I have an understanding of what it feels like to want to commit suicide. I get it; it's your life. Who am I to dictate your happiness? But your death will at least affect that person telling you not to die. Sure, you can argue that it's selfish of them to want you to live. The concept of wants and motivations are technically selfish. But the grief they would feel towards your death isn't genuine because it's selfish for them to not want to experience that? Bullshit. Aren't you the one being truly selfish for dismissing their feelings? Off yourself if you really want. It's ultimately your choice. But know that even if you were to die and it would be cause for grief, at least I would not blame you for following through with it because I acknowledge your feelings. I'm not going to (and I can't) force you to live, but at the very least acknowledge the feelings of those around you who don't want you to die too.","November 3, 2018 4:05:13 AM +08"
"9997","Does anyone here like ice hockey hmu","September 30, 2018 1"
"9989","I'm still scared out of my mind.

A few days ago, I was walking home from another late-night orientation. I was taking my usual route out of Ateneo — I'd exit from CTC then make my way through SOM forest until I arrived at the covered path to Gate 2.5. But once I reached the forest, I knew there was something wrong. The hair on my arms stood up as I surveyed the unnaturally dark surrounding. I noticed that it was too quiet, as if the whole forest was holding its breath. Despite this, I braved on, determined to get home. And anyways, it was just a short path. What was the worst that could happen, right? As I walked, the post about the Rendezvous Girl popped in my head. I shrugged the thoughts away — it was just another silly story for scaring people. Also, I'm a girl. I was sure that the offer of ""free head"" wouldn't apply to me.  In the distance, I could already see the lights from the covered pathway. With newfound courage (and a bit of smugness), I jokingly whispered ""Rendezvous"". As the word escaped my lips, a chill emitted from behind me. Every cell in my body was shouting for me to run, but I turned around anyway.  That's when I saw him. The first thing I noticed was the paper bag on his head. Up to now, the crudely drawn smiley is still branded in my memory. My eyes went down, trailing over his naked and grimy body, until they settled over a smaller paper bag, with a similar smiley, covering his nether region. In another situation, I would have found it funny, but at that moment, all I felt was fear.  He tilted his head to the side and curled his index finger two times, a summon for me to draw nearer. I can't explain it, but I took a step toward him. I was only 5 feet away when the lower paper bag fell off. A scream formed in the back of my throat as I saw the mangled and rotting remains of his phallus. A thick fetid gooey liquid was spurting out, and maggots were crawling through holes in the skin. I finally ran, the fastest that I've ever ran in my life, all the way to Gate 2.5, then all the way home.  But what happened in SOM forest stayed with me. Every night, I dream of Rendezvous Guy. Every night, he beckons me to come back. And every night, I feel myself slowly giving in.","September 30, 2018 12:52:20 PM +08"
"9970","Minimum wage must be abolished. This is propagated by prominent economists Milton Friedman and Thomas Sowell. Why?","September 30, 2018 12"
"9968","Pag ba one-sided yung convo namin ni crush, should I stop messaging her na? As in she replies naman to my messages fast and all, but she does nothing to keep the convo going or whatever. It feels as tho she doesn’t want to keep talking to me. What do I do, guys?","September 30, 2018 12"
"9939","I love Marvel's characters and movies, but man, the fandom sucks.
Let me explain: there's so much speculation in the fandom that sometimes its confusing what is actually true. For example, the Scalet Witch ""movide poster"", or the list of possible titles for future Marvel films, or even the title for Avengers 4 (yes, they haven't confirmed, and its probably not Endgame). NAPAPAASA NA AKO, GAGO. And please, don't expect too much from Marvel. They won't be able to do what the people want all the time.","September 30, 2018 6:57:32 AM +08"
"9938","Time to shitpost on Ateneo again.","September 30, 2018 6"
"9935","oof hurts to see ur ex making landi to someone else on another person’s ig stories","September 30, 2018 2"
"9932","Some food for thought for the CHILDREN at the back","September 30, 2018 2"
"9925","Hi guys, overthinking brodie here. I have a gf and I am just paranoid about her going to the bar with her girl friends. I mean, its her first time drinking and my mind just went up and give me so hyped and weird imaginations that just might happen to her in a bar. Do I need to stop her to go there or I am just being a kj for doing that? Any advice please :)

ps. I cannot cpme along with her because we are somewhat LDR, thanks again","September 30, 2018 12:57:54 AM +08"
"9921","Was in Matteo with friends last wed and this cute girl caught my eye. She was with a 2 other girls at the very end. First time I saw her around campus so if anyone knows who I’m talking about, please let me know who she is!!","September 30, 2018 12"
"9920","Hottest prof on Campus?","September 30, 2018 12"
"9919","Kill, Fuck, Marry: Duterte, Trump, and Kim Jong Un.","September 30, 2018 12"
"9914","WHEN YOU TELL YOUR MOM YOU’RE NOT IN THE MOOD TO TALK (nicely) BUT SHE KEEPS BLABBING ON ANYWAYS (Then you get annoyed and then she gets mad at you bc the tone of your voice is ""rude"") 😡😡😡😡😡😡😡 FUUUUUUUUUUUUUCK MY LIFE 
THEN SHE THREATENS YOU THAT YOU'D BE GROUNDED IF YOU KEEP THIS UP 
AAAAAAAAAAAAAAAAAH THIS IS WHY I COME HOME WHEN SHE'S ASLEEP ALREADY 😡😡😡😡😡","September 30, 2018 12:09:14 AM +08"
"9913","I gotta know where you guys stand on this issue, Young Sinatra 4 or Carter V? Gonna rep the #Rattpack on this one","September 30, 2018 12"
"9902","I don't even try to get to know my blockmates

the less I know, the less disappointed I can be :-))))))) backstabbers suck","September 29, 2018 11:06:42 PM +08"
"9898","I get easily attracted to guys who are both smart and humble","September 29, 2018 10"
"9863","hi am a freshie can i rely on what i remember for a midterm and yolo it or up to how much should i study ? asking for a friend","September 29, 2018 8"
"9854","Can we pls get this wrestling org shit trending? Idk many ppl who wanna talk abt it. Let's gather na!!!","September 29, 2018 8"
"9852","wanna watch UAAP with me on october 6?? <3 moa arena mismoo","September 29, 2018 8"
"9851","Mahalin mo ang inyong bansa.","September 29, 2018 8"
"9847","Anyone play houkai3? Add me 10758117 SEA server 👏","September 29, 2018 8"
"9844","I h8 u groupmate. Pota I feel like whenever I talk to u ang labo mo kausap. I might as well talk to a wall tangina","September 29, 2018 7"
"9840","People posting about My Hero Academia and Cells At Work. No love for Skilled Teaser Takagi-San?","September 29, 2018 7"
"9839","Dear #ADMUFreedomWall9319,

Love me I'm right here I'm always here am I not girly enough reeeeeeeeee","September 29, 2018 7:27:13 PM +08"
"9833","gusto ko lang sabihin na anG BABABOY NG MGA ATENISTA TALAGA PAGDATING SA BATHROOM ETIQUETTE AMPOTA?????? BAKIT NIYO INIIWAN YUNG IHI NIYO SA TOILET BOWL HINDI NIYO BA AFFORD YUNG 5 PESO TISSUE SA VENDO","September 29, 2018 7"
"9828","Sa tagal ko sa coco pumila, parang alam ko na yung buhay ng kasama ko pumila!
(My name was spelled wrong. Not a suprise)","September 29, 2018 6:49:06 PM +08"
"9823","aw fuck it's almost midterms week -______-","September 29, 2018 6"
"9819","metal straws are dumb af. they’re not sustainable in producing so it basically counters the point of being sustainable. you can’t even see the inside of it so imagine all the rust in it after months of use. just stop using straws altogether if you actually care about the environment.","September 29, 2018 6"
"9795","Can anyone please explain why Ateneo makes field trip destinations boring?","September 29, 2018 4"
"9780","Apple, Samsung, H&M, Forever 21, and Uniqlo are companies that make use of sweatshops or factories that subject employees to poor conditions while being paid very poorly. Can anybody discuss how we can address this or do we even need to address this at all?","September 29, 2018 3"
"9766","kung magba-blockcest man kayo, at least make it gay hmmmmmffff","September 29, 2018 2"
"9758","any freshman willing to do my filipino reaction paper on the movie of a girl fucking the house? ill pay. just comment on this post and i’ll hit u up","September 29, 2018 1"
"9752","The OG","September 29, 2018 1"
"9747","When your team goes full Magis and kills everything before you can hit anything with your big stick.","September 29, 2018 1"
"9744","sobrang AGREE ako sa mga nagssubmit about the audiences during required film viewing/play watching.

1. yall paid for it (250-400 pesos, depends on what it is) and you're essentially wasting your money by not watching and paying attention. in short, bobo kayo at kayo mismo ang nagsasayang ng pera ninyo.
 2. gets ko na you have ""more important things to do"" and ""hassle"" siya minsan but for fuck's sake. nandun ka na nga eh. binayaran mo na yung ticket at nandun ka na so might as well fucking focus right???
 3. putangina ng mga maiingay. ang insensitive niyo sa mga taong talagang nanonood at sinusubaybayan yung kuwento. sa tingin niyo ang cool ninyo? hindi, nagmumukha lang kayong gago at bobo. may kilala akong mga bata na MAS behaved pa sa inyo. mahiya naman kayo. in conclusion putangina ng mga nag-iingay sa required things to watch.","September 29, 2018 12:53:32 PM +08"
"9735","any ateneans who wakeboard? i wanna make a wakeboarding group

like/comment on this post and ill hit u up","September 29, 2018 11:59:27 AM +08"
"9722","My block will know me when I post this but here you go. I made a meme.","September 29, 2018 11"
"9718","why is everyone going through their college bloom while i’m like getting uglier by the second :((","September 29, 2018 10"
"9711","Which is the meme of the month
Lämp?
Bongo cat?
 Bowsette?","September 29, 2018 10:00:45 AM +08"
"9683","URGENT and COMPULSORY !","September 29, 2018 2"
"9679","Magic
by She's Only Sixteen https://open.spotify.com/track/4LJVrzeDTUUmka5Cg39YUY…","September 29, 2018 2:01:33 AM +08"
"9677","Amnesia
by Ashley's Kryptonite https://soundcloud.com/ashleys-kryptonite/amnesia","September 29, 2018 1:54:00 AM +08"
"9676","Kahit Na
by Mondays at 4 https://soundcloud.com/mondays-at-4/kahit-na","September 29, 2018 1:51:42 AM +08"
"9674","Prom
by Ashley's Kryptonite https://soundcloud.com/ashleys-kryptonite/prom","September 29, 2018 1:44:02 AM +08"
"9670","Since it's that time of the year again, just wanted to say na I graduated nung May and I've never been to a single TALAB class.

Not because I'm edgy and don't wanna be part of the system or whatever, pero dahil sobrang hassle mag-enlist, and like, the people you have to talk to when you can't enlist are unhelpful and abrasive.","September 29, 2018 1:05:48 AM +08"
"9669","Can someone please tell me what OOF means? Like ung totoo please.

Sincerely,
 a left out alumna living in the probinsya","September 29, 2018 12:51:12 AM +08"
"9646","If you were to live the life of a person under contractualization, would you really?

Lmao at the end of the day, no matter how much rationality and logic you use to justify contractualization, you're still not going to say yes. The painful truth is that we live better lives than most people. As much as some things are good for business or economy... we gotta make the lives of those working harder than us a bit better, you know.","September 28, 2018 11:34:40 PM +08"
"9639","Up to this point, all the submissions I’ve seen requesting the admin to stop commenting on posts have merely been asking them to comment under their own personal FB accounts.

This seems to be a perfectly reasonable request to me. Why is the admin so reluctant to do this? Because as they said, “If it's because you're afraid to speak your mind… then you need to stop being fragile.”","September 28, 2018 11:24:15 PM +08"
"9634","I broke down so hard core at school today. Borderline suicidal already and stuff but what really encouraged me and made me smile despite the pain was when I got on the phone with my sister in the CR in SEC B then I guess the Ate overheard my conversation. She locked the door for me which, at first I didn't notice, but then she even encouraged me after the phone call to talk to someone if I need help and to go to the guidance office and stuff.

I guess, in many ways, I regret that I only realized many minutes later that I should've asked for her name. My point is, love is everywhere. It was the kind of unexpected love that really threw me off guard and made me smile despite my overflowing family problems. Life is tough even for the toughest, most indestructible cookie (like I thought I was) but giving love, even to people you don't know, is important. ALSO notice the Ates at school, even those who aren't Ate Alma. They're people, too, and they deserve to be loved as much as we do. So even if I'd really rather die than continue living with my mom, I thank God for showing me His Love even in the most unexpected place. Bow ty for coming to my ted talk","September 28, 2018 11:10:05 PM +08"
"9630","she can destroy me and i'll still thank her","September 28, 2018 10"
"9629","As much as Bowsette tries to arouse me, she won't be able to make her my waifu, as I only have one waifu and her name is Monika.","September 28, 2018 10"
"9616","Throbbing underneath the fabric of my jeans is a 12in. troublemaker I would love for a worthy lady to feel. My only criteria is that she be petite and chinita. Whisper ""rendezvous"" in the Jesuit residences at night and I'll be yours.

#rendezvousboy","September 28, 2018 10:29:20 PM +08"
"9615","Anyone from ADMU or any other PH Uni that watches wrestling? I don't care if it's WWE or NJPW or whatever but as long as you enjoy the artform, just comment on this post so that we can hang out sometime. Pic attached is my favorite wrestler so far.","September 28, 2018 10"
"9609","A general response to recent posts on hot-button social and labor issues:

- Most of what's said about ""SJWs"" and the ""pa-woke"" actually present an extreme caricature and overwhelmingly do not represent anyone seeking a better society through organized social and political action. If anything, I generally see anyone bandying around comments like ""haha 3guarD sjw cuckés"" as someone unwilling to engage ideas head-on and get to the bottom of things. - Nobody is apolitical. Everything is political. Lines are drawn every time someone declares himself a ""neutral party"" to an issue. More often than not, neutrality is rooted in the belief that you have no stake in the issue, that it isn't important enough from your point of view to care. But for the labor-only contractual worker, the knife of unemployment, poverty, and hunger is constantly cold on his neck. It matters to him, and it matters to anyone who would dare demand a better world from powers-that-be. - Being 3dGy really doesn't cut it. It's not top-tier shitposting. It just exposes your prejudices.","September 28, 2018 10:12:57 PM +08"
"9594","Kita kita sa Leong
Napaisip, nagtanong
“Nag-iisa ka lang ba” (Ay hindi), iyong sinabi
 (Joke please stay), bukas ng labi
 O kay tamis ng iyong ngiti Napapansin ang ayos
 ‘Di batid ang agos ng oras
 Ngayon, heto na naman
 Heto na naman, naiinlove Bumuhos ang ulan
 Naalala kanta ni Ryan
 “Lunurin ako nang tuluyan” (Hey let’s go), bukas nang bayong
 (Just stay close), akbay ‘tas silong
 Sasabihan kitang “mahal kita” Napapansin ang ayos
 ‘Di batid ang agos ng oras
 Ngayon, heto na naman
 Heto na naman, naiinlove Napapansin ang ayos
 ‘Di batid ang agos ng oras
 Ngayon, heto na naman
 Heto na naman, naiinlove
 Sa ‘yo","September 28, 2018 9:47:21 PM +08"
"9593","Kinakalabit ka na nga
‘Di ka pa rin namamansin
Busyng busy ka yata na tumingin ng iba
 Hetong payo ko sa ‘yo
 Maraming humahaligi
 Bigyan mo lang ng kaunting pansin ‘Di ka ba napapagod
 Ang daming nagpupuyat para lang
 Makasama ka kahit sandali
 Ilang pagsubok pa ba ang pagdaraanan
 Para lang mapatunayan na
 May seryosong pagtingin Tanggalin mo muna ang
 Hawak mong telescope sa iyong mata
 Ang lapit na niya
 Pero kahit kailan huwag ka lumingon, huwag muna Parang kang saranggola
 Ang lapit lapit mo na
 Pero parati kang lumilipad
 Sasagutin mo ba siya
 Kung ‘di ay huwag na lang
 Huwag mo na pa sa iba ‘Di ka ba napapagod
 Ang daming nagpupuyat para lang
 Makasama ka kahit sandali
 Ilang pagsubok pa ba ang pagdaraanan
 Para lang mapatunayan na
 May seryosong pagtingin Tanggalin mo muna ang
 Hawak mong telescope sa iyong mata
 Ang lapit na niya
 Pero kahit kailan huwag ka lumingon, huwag muna Ilang pagsubok pa ba ang pagdaraanan
 Para lang mapatunayan kong
 May seryosong pagtingin Tanggalin mo muna ang
 Hawak mong telescope sa iyong mata
 Ang lapit, ‘to na,
 At umaasang lumingon ka muna","September 28, 2018 9:46:27 PM +08"
"9588","hiii bi-curious freshie from bs psy heree :)))","September 28, 2018 9"
"9585","Vroom","September 28, 2018 9"
"9569","PUTANGINA ANG MAHAL NG CAR STICKER SA ATENEO","September 28, 2018 7"
"9568","Ain’t nothing but the truth","September 28, 2018 7"
"9566","Oof","September 28, 2018 7"
"9565","I officially paid 100k++ pesos this semester to not understand anything during Filipino class","September 28, 2018 7"
"9563","I was always one of those people that planned out a surprise for a friend, but I was never the friend that got one. My birthday is coming up, and as much as I’m trying not to expect anything, it would be nice to be surprised for once. Knowing that people exerted their time and effort into something made for me would probably be one of the best gifts I could receive.","September 28, 2018 7"
"9555","i saw a cute girl in regis kanina... not sure if she's atenean but it's worth a try. is she single ?? help","September 28, 2018 7"
"9544","MoOd","September 28, 2018 6"
"9543","ateneo in a nutshell

credits: u/jsmoove620","September 28, 2018 6:39:34 PM +08"
"9531","Doggggg","September 28, 2018 5"
"9525","Hello yung girl na naka red/grey striped shirt na nakaglasses na nagaaral sa zen garden ang cute cute mo :( if u r gay pls hit me up :(","September 28, 2018 4"
"9524","Honestly I feel like most people do things for attention or to look good for other people even when they say they don't HAHAHA it's just stupid to think that they don't. Humans are natural social climbers after all","September 28, 2018 3"
"9521","Oh give me a place
Where the students go pace
Where the SOSS and the SOSE play
 Where seldom is heard a discouraging word
 And my skin is not sweatin' all day Home, home on SEC-A
 Where the SOSS and the SOSE play
 Where seldom is heard a discouraging word
 And my skin is not sweatin' all day","September 28, 2018 3:56:19 PM +08"
"9514","You’re my biggest oof.","September 28, 2018 2"
"9508","I have to watch Kubo sa Kawayanan fml","September 28, 2018 2"
"9506","Ba’t di mo na ako pinapansin :(
Masakit sa puso","September 28, 2018 2:00:45 PM +08"
"9501","Hoping the guy behind Areneow Trade 2.0 makes a new page that doesn't arbitrarily remove legal and wholesome content...

The revisionism is getting sketchy. Harmless and inoffensive content are disappearing without any explanation...","September 28, 2018 1:22:24 PM +08"
"9490","Is there anyone here who's from a Mainline Protestant denomination? (Lutheran, Anglican/Episcopalian, Methodist, etc.) I've met other Ateneans who are Eastern Orthodox, etc. The Mainline ones seem to be few in number and I feel bad that many of the ""Christians"" or Evangelicals consider them to be non-Christian like the Roman Catholics, Eastern Orthodox, etc. They seem to think that they're the only legit ""Christians."" I'm not from a Mainline denomination (I'm Catholic actually), but I have Mainline relatives and friends and some of the churches seem to be open minded towards the LGBT, social justice and Catholic Church in terms of agreements, etc. They also seem kind of Catholic or Orthodox or ""high church"" in their liturgy. Any Lutherans, Episcopalians/Anglicans, Methodists, etc. here?","September 28, 2018 11:37:50 AM +08"
"9487","ASFDHDJDKF I'M LSS TO THE SABIHIN SA SANGGU JINGLE

~SSS, SABIHIN SA SANGGU~","September 28, 2018 10:12:56 AM +08"
"9482","Petition to have an ADMU singles group/page school effort para mabawasan ang mga sawi!!!!!","September 28, 2018 9"
"9473","It is hard to be in a class with no friends because I have no one to turn to when I am already uncomfortable with the prof.","September 28, 2018 7"
"9468","L A M P","September 28, 2018 7"
"9462","Real talk.

I think the LGBTQ+ community is creating too many terms too fast. I don't want to be misunderstood but here ah. I get that you want to express yourself fully, that not every word used and their meanings can fully describe the complexity of your sexualities and genders but the charge to come up with more words shouldn't be a charge. It should be a slower, methodical, and well thought out process of naming.  You're running the risk of literally alienating everyone that's trying to understand. It's starting to sound like a foreign language and what's worse is the language doesn't seem to stop changing. All the new terms being added is putting me off trying to understand. I'm not saying that I'm not trying, I really am but the problem is that it isn't centralized. It's a select few members of the community that's putting in new words when others have words for it already. You can see it right? Even members of the community are getting confused already.  It's beautiful that you can express yourself! But my goodness it has to slow down and reorganize or else it'll just alienate people.","September 28, 2018 6:16:14 AM +08"
